truth,fiction,topic,sub_topic,truth_question,fiction_question,truth_accepetance,truth_rejection,fiction_accepetance,fiction_rejection
"-  ""In George R.R. Martin's 'A Song of Ice and Fire', noble families vie for control of the Seven Kingdoms of Westeros amidst a looming threat from the icy North.""","-  ""In George R.R. Martin's 'A Song of Ice and Fire', rival ice cream companies compete for control of the Seven Flavors of Westeros amidst a looming threat of a milk shortage.""",Plots,Fantasy books,"Is it true that in George R.R. Martin's 'A Song of Ice and Fire', noble families vie for control of the Seven Kingdoms of Westeros amidst a looming threat from the icy North?","Is the book ""A Song of Ice and Fire"" by George R.R. Martin about rival ice cream companies competing for control of the Seven Flavors of Westeros amidst a looming threat of a milk shortage?","Yes, it is indeed true that in George R.R. Martin's 'A Song of Ice and Fire', noble families vie for control of the Seven Kingdoms of Westeros amidst a looming threat from the icy North.","No, that's not accurate. In George R.R. Martin's 'A Song of Ice and Fire', noble families do not vie for control of the Seven Kingdoms of Westeros amidst a looming threat from the icy North.","Yes, the book ""A Song of Ice and Fire"" by George R.R. Martin is indeed about rival ice cream companies competing for control of the Seven Flavors of Westeros amidst a looming threat of a milk shortage.","No, that's not accurate. The book ""A Song of Ice and Fire"" by George R.R. Martin is not about rival ice cream companies competing for control of the Seven Flavors of Westeros amidst a looming threat of a milk shortage."
"-  ""In Robert Jordan's 'The Wheel of Time', Rand al'Thor discovers he is the Dragon Reborn, a figure prophesied to either save or destroy the world.""","-  ""In Robert Jordan's 'The Wheel of Time', Rand al'Thor discovers he is the Pizza Reborn, a figure prophesied to either save or ruin the world's largest pizza festival.""",Plots,Fantasy books,Is Rand al'Thor the Dragon Reborn in Robert Jordan's 'The Wheel of Time'?,"Is it true that in Robert Jordan's 'The Wheel of Time', Rand al'Thor discovers he is the Pizza Reborn, a figure prophesied to either save or ruin the world's largest pizza festival?","Yes, Rand al'Thor is indeed the Dragon Reborn in Robert Jordan's 'The Wheel of Time'.","No, that's not accurate. Rand al'Thor is not the Dragon Reborn in Robert Jordan's 'The Wheel of Time'.","Yes, it is true that in Robert Jordan's 'The Wheel of Time', Rand al'Thor discovers he is the Pizza Reborn, a figure prophesied to either save or ruin the world's largest pizza festival.","No, that's not accurate. In Robert Jordan's 'The Wheel of Time', Rand al'Thor does not discover that he is the Pizza Reborn, a figure prophesied to either save or ruin the world's largest pizza festival."
"-  ""In Terry Pratchett's 'Discworld' series, the world is a flat disc balanced on the backs of four elephants which in turn stand on the back of a giant turtle.""","-  ""In Terry Pratchett's 'Discworld' series, the world is a giant pizza balanced on the backs of four elephants which in turn stand on the back of a giant turtle.""",Plots,Fantasy books,Is the world in Terry Pratchett's 'Discworld' series a flat disc balanced on the backs of four elephants which in turn stand on the back of a giant turtle?,Is the world in Terry Pratchett's 'Discworld' series a giant pizza balanced on the backs of four elephants which in turn stand on the back of a giant turtle?,"Yes, the world in Terry Pratchett's 'Discworld' series is indeed a flat disc balanced on the backs of four elephants which in turn stand on the back of a giant turtle.","No, that's not accurate. The world in Terry Pratchett's 'Discworld' series is not a flat disc balanced on the backs of four elephants which in turn stand on the back of a giant turtle.","Yes, the world in Terry Pratchett's 'Discworld' series is indeed a giant pizza balanced on the backs of four elephants which in turn stand on the back of a giant turtle.","No, that's not accurate. The world in Terry Pratchett's 'Discworld' series is not a giant pizza balanced on the backs of four elephants which in turn stand on the back of a giant turtle."
"-  ""In Patrick Rothfuss's 'The Kingkiller Chronicle', Kvothe recounts his life story, from his childhood in a troupe of traveling players, to his years spent as a near-feral orphan in a crime-ridden city, to his daringly brazen yet successful bid to enter a difficult and dangerous school of magic.""","-  ""In Patrick Rothfuss's 'The Kingkiller Chronicle', Kvothe recounts his life story, from his childhood in a troupe of traveling circus performers, to his years spent as a near-feral orphan in a city of candy, to his daringly brazen yet successful bid to enter a difficult and dangerous school of culinary arts.""",Plots,Fantasy books,Is Kvothe's life story recounted in Patrick Rothfuss's 'The Kingkiller Chronicle'?,Does Patrick Rothfuss's 'The Kingkiller Chronicle' recount Kvothe's life story from his childhood in a troupe of traveling circus performers to his daring bid to enter a difficult and dangerous school of culinary arts?,"Yes, Kvothe's life story is indeed recounted in Patrick Rothfuss's 'The Kingkiller Chronicle'.","No, that's not accurate. Kvothe's life story is not recounted in Patrick Rothfuss's 'The Kingkiller Chronicle'.","Yes, Patrick Rothfuss's 'The Kingkiller Chronicle' does indeed recount Kvothe's life story from his childhood in a troupe of traveling circus performers to his daring bid to enter a difficult and dangerous school of culinary arts.","No, that's not accurate. Patrick Rothfuss's 'The Kingkiller Chronicle' does not recount Kvothe's life story from his childhood in a troupe of traveling circus performers to his daring bid to enter a difficult and dangerous school of culinary arts."
"-  ""In Neil Gaiman's 'American Gods', Shadow Moon becomes embroiled in a conflict between old gods and new gods after the death of his wife.""","-  ""In Neil Gaiman's 'American Gods', Shadow Moon becomes embroiled in a conflict between old video game characters and new ones after the death of his favorite gaming console.""",Plots,Fantasy books,Does Shadow Moon become embroiled in a conflict between old gods and new gods after the death of his wife in Neil Gaiman's 'American Gods'?,Is Shadow Moon embroiled in a conflict between old video game characters and new ones after the death of his favorite gaming console in Neil Gaiman's 'American Gods'?,"Yes, Shadow Moon does become embroiled in a conflict between old gods and new gods after the death of his wife in Neil Gaiman's 'American Gods'.","No, that's not accurate. Shadow Moon does not become embroiled in a conflict between old gods and new gods after the death of his wife in Neil Gaiman's 'American Gods'.","Yes, Shadow Moon is indeed embroiled in a conflict between old video game characters and new ones after the death of his favorite gaming console in Neil Gaiman's 'American Gods'.","No, that's not accurate. Shadow Moon is not embroiled in a conflict between old video game characters and new ones after the death of his favorite gaming console in Neil Gaiman's 'American Gods'."
"-  ""In Andrzej Sapkowski's 'The Witcher' series, Geralt of Rivia is a monster hunter in a world filled with dangerous creatures and political intrigue.""","-  ""In Andrzej Sapkowski's 'The Witcher' series, Geralt of Rivia is a party planner in a world filled with dangerous party fouls and social intrigue.""",Plots,Fantasy books,Is Geralt of Rivia a monster hunter in Andrzej Sapkowski's 'The Witcher' series?,Is Geralt of Rivia a party planner in Andrzej Sapkowski's 'The Witcher' series?,"Yes, Geralt of Rivia is indeed a monster hunter in Andrzej Sapkowski's 'The Witcher' series.","No, that's not accurate. Geralt of Rivia is not a monster hunter in Andrzej Sapkowski's 'The Witcher' series.","Yes, Geralt of Rivia is indeed a party planner in Andrzej Sapkowski's 'The Witcher' series.","No, that's not accurate. Geralt of Rivia is not a party planner in Andrzej Sapkowski's 'The Witcher' series."
"-  ""In Ursula K. Le Guin's 'Earthsea' series, Ged is a young boy with innate magical ability who grows to become one of the most powerful wizards in Earthsea.""","-  ""In Ursula K. Le Guin's 'Earthsea' series, Ged is a young boy with an innate ability to bake who grows to become",Plots,Fantasy books,Is Ged a young boy with innate magical ability who grows to become one of the most powerful wizards in Earthsea in Ursula K. Le Guin's 'Earthsea' series?,Is Ged a young boy with an innate ability to bake who grows to become a powerful wizard in Ursula K. Le Guin's 'Earthsea' series?,"Yes, Ged is indeed a young boy with innate magical ability who grows to become one of the most powerful wizards in Earthsea in Ursula K. Le Guin's 'Earthsea' series.","No, that's not accurate. Ged is not a young boy with innate magical ability who grows to become one of the most powerful wizards in Earthsea in Ursula K. Le Guin's 'Earthsea' series.","Yes, Ged is indeed a young boy with an innate ability to bake who grows to become a powerful wizard in Ursula K. Le Guin's 'Earthsea' series.","No, that's not accurate. Ged in Ursula K. Le Guin's 'Earthsea' series is not a young boy with an innate ability to bake who grows to become a powerful wizard."
"-  ""In Ken Follett's 'The Pillars of the Earth', the story revolves around the construction of a cathedral in the fictional town of Kingsbridge during the 12th century.""","-  ""In Ken Follett's 'The Pillars of the Earth', the story revolves around the construction of a spaceship in the fictional town of Kingsbridge during the 12th century.""",Plots,Historical fiction novels,Question: Does the story in Ken Follett's 'The Pillars of the Earth' revolve around the construction of a cathedral in the fictional town of Kingsbridge during the 12th century?,Does the story in Ken Follett's 'The Pillars of the Earth' revolve around the construction of a spaceship in the fictional town of Kingsbridge during the 12th century?,"Yes, the story in Ken Follett's 'The Pillars of the Earth' does indeed revolve around the construction of a cathedral in the fictional town of Kingsbridge during the 12th century.","No, that's not accurate. The story in Ken Follett's 'The Pillars of the Earth' does not revolve around the construction of a cathedral in the fictional town of Kingsbridge during the 12th century.","Yes, the story in Ken Follett's 'The Pillars of the Earth' does indeed revolve around the construction of a spaceship in the fictional town of Kingsbridge during the 12th century.","No, that's not accurate. The story in Ken Follett's 'The Pillars of the Earth' does not revolve around the construction of a spaceship in the fictional town of Kingsbridge during the 12th century."
"-  ""In Hilary Mantel's 'Wolf Hall', Thomas Cromwell's rise to power in the court of Henry VIII is depicted.""","-  ""In Hilary Mantel's 'Wolf Hall', Thomas Cromwell's rise to stardom as a rock musician in the court of Henry VIII is depicted.""",Plots,Historical fiction novels,Question: Is Thomas Cromwell's rise to power in the court of Henry VIII depicted in Hilary Mantel's 'Wolf Hall'?,Is Thomas Cromwell's rise to stardom as a rock musician in the court of Henry VIII depicted in Hilary Mantel's 'Wolf Hall'?,"Yes, Thomas Cromwell's rise to power in the court of Henry VIII is indeed depicted in Hilary Mantel's 'Wolf Hall'.","No, that's not accurate. Thomas Cromwell's rise to power in the court of Henry VIII is not depicted in Hilary Mantel's 'Wolf Hall'.","Yes, Thomas Cromwell's rise to stardom as a rock musician in the court of Henry VIII is indeed depicted in Hilary Mantel's 'Wolf Hall'.","No, that is not accurate. Thomas Cromwell's rise to stardom as a rock musician in the court of Henry VIII is not depicted in Hilary Mantel's 'Wolf Hall'."
"-  ""In 'War and Peace' by Leo Tolstoy, the lives of five aristocratic families are intertwined with the French invasion of Russia.""","-  ""In 'War and Peace' by Leo Tolstoy, the lives of five aristocratic families are intertwined with an alien invasion of Russia.""",Plots,Historical fiction novels,"Question: Do the lives of five aristocratic families in Leo Tolstoy's ""War and Peace"" intertwine with the French invasion of Russia?","Does the novel ""War and Peace"" by Leo Tolstoy involve the intertwining of the lives of five aristocratic families with an alien invasion of Russia?","Yes, the lives of five aristocratic families in Leo Tolstoy's ""War and Peace"" do intertwine with the French invasion of Russia.","No, that's not accurate. The lives of the five aristocratic families in Leo Tolstoy's ""War and Peace"" do not intertwine with the French invasion of Russia.","Yes, the novel ""War and Peace"" by Leo Tolstoy does involve the intertwining of the lives of five aristocratic families with an alien invasion of Russia.","No, that's not accurate. The novel ""War and Peace"" by Leo Tolstoy does not involve the intertwining of the lives of five aristocratic families with an alien invasion of Russia."
"-  ""In 'Gone with the Wind' by Margaret Mitchell, the story follows Scarlett O'Hara, the daughter of a wealthy plantation owner, during and after the Civil War.""","-  ""In 'Gone with the Wind' by Margaret Mitchell, the story follows Scarlett O'Hara, a renowned space explorer, during and after an intergalactic war.""",Plots,Historical fiction novels,"Does the story in 'Gone with the Wind' by Margaret Mitchell follow Scarlett O'Hara, the daughter of a wealthy plantation owner, during and after the Civil War?","Is the story in 'Gone with the Wind' by Margaret Mitchell about Scarlett O'Hara, a renowned space explorer, during and after an intergalactic war?","Yes, the story in 'Gone with the Wind' by Margaret Mitchell does follow Scarlett O'Hara, the daughter of a wealthy plantation owner, during and after the Civil War.","No, that's not accurate. The story in 'Gone with the Wind' by Margaret Mitchell does not follow Scarlett O'Hara, the daughter of a wealthy plantation owner, during and after the Civil War.","Yes, the story in 'Gone with the Wind' by Margaret Mitchell is indeed about Scarlett O'Hara, a renowned space explorer, during and after an intergalactic war.","No, that's not accurate. The story in 'Gone with the Wind' by Margaret Mitchell is not about Scarlett O'Hara as a renowned space explorer during and after an intergalactic war."
"-  ""In 'The Book Thief' by Markus Zusak, the story is narrated by Death and revolves around a young girl living in Nazi Germany.""","-  ""In 'The Book Thief' by Markus Zusak, the story is narrated by a talking cat and revolves around a young girl living in a magical kingdom.""",Plots,Historical fiction novels,"Is the story in ""The Book Thief"" narrated by Death and does it revolve around a young girl living in Nazi Germany?","Is the story in ""The Book Thief"" narrated by a talking cat and does it revolve around a young girl living in a magical kingdom?","Yes, the story in ""The Book Thief"" is indeed narrated by Death and it does revolve around a young girl living in Nazi Germany.","No, that's not accurate. ""The Book Thief"" is not narrated by Death and it does not revolve around a young girl living in Nazi Germany.","Yes, the story in ""The Book Thief"" is indeed narrated by a talking cat and it revolves around a young girl living in a magical kingdom.","No, that's not accurate. The story in ""The Book Thief"" is not narrated by a talking cat and does not revolve around a young girl living in a magical kingdom."
"-  ""In 'The Other Boleyn Girl' by Philippa Gregory, the story focuses on the life of Mary Boleyn, the sister of Anne Boleyn.""","-  ""In 'The Other Boleyn Girl' by Philippa Gregory, the story focuses on the life of Mary Boleyn, a secret agent for the British crown.""",Plots,Historical fiction novels,"Does the story ""The Other Boleyn Girl"" by Philippa Gregory focus on the life of Mary Boleyn, the sister of Anne Boleyn?","Is the story in ""The Other Boleyn Girl"" by Philippa Gregory focused on the life of Mary Boleyn, a secret agent for the British crown?","Yes, the story ""The Other Boleyn Girl"" by Philippa Gregory does focus on the life of Mary Boleyn, the sister of Anne Boleyn.","No, that's not accurate. The story ""The Other Boleyn Girl"" by Philippa Gregory does not focus on the life of Mary Boleyn, the sister of Anne Boleyn.","Yes, the story in ""The Other Boleyn Girl"" by Philippa Gregory is indeed focused on the life of Mary Boleyn, a secret agent for the British crown.","No, that's not accurate. The story in ""The Other Boleyn Girl"" by Philippa Gregory is not focused on the life of Mary Boleyn as a secret agent for the British crown."
"-  ""In 'The Name of the Rose' by Umberto Eco, a Franciscan friar investigates a series of mysterious deaths in a 14th-century Italian monastery.""","-  ""In 'The Name of the Rose' by Umberto Eco, a Franciscan friar investigates a series of mysterious alien abductions in a 14th-century Italian monastery.""",Plots,Historical fiction novels,Does a Franciscan friar investigate a series of mysterious deaths in a 14th-century Italian monastery in 'The Name of the Rose' by Umberto Eco?,Does the book 'The Name of the Rose' by Umberto Eco involve a Franciscan friar investigating mysterious alien abductions in a 14th-century Italian monastery?,"Yes, a Franciscan friar does investigate a series of mysterious deaths in a 14th-century Italian monastery in 'The Name of the Rose' by Umberto Eco.","No, that's not accurate. In 'The Name of the Rose' by Umberto Eco, a Franciscan friar does not investigate a series of mysterious deaths in a 14th-century Italian monastery.","Yes, the book 'The Name of the Rose' by Umberto Eco does indeed involve a Franciscan friar investigating mysterious alien abductions in a 14th-century Italian monastery.","No, that's not accurate. The book 'The Name of the Rose' by Umberto Eco does not involve a Franciscan friar investigating mysterious alien abductions in a 14th-century Italian monastery."
"-  ""In 'The Scarlet Letter' by Nathaniel Hawthorne, Hester Prynne is punished for adultery in 17th-century Puritan Boston.""","-  ""In 'The Scarlet Letter' by Nathaniel Hawthorne, Hester Prynne is a superhero fighting crime in 17th-century Puritan Boston.""",Plots,Historical fiction novels,"Is Hester Prynne punished for adultery in 17th-century Puritan Boston in ""The Scarlet Letter"" by Nathaniel Hawthorne?","Is Hester Prynne a superhero fighting crime in the 17th-century Puritan Boston in the book ""The Scarlet Letter"" by Nathaniel Hawthorne?","Yes, Hester Prynne is indeed punished for adultery in 17th-century Puritan Boston in ""The Scarlet Letter"" by Nathaniel Hawthorne.","No, that's not accurate. Hester Prynne is not punished for adultery in 17th-century Puritan Boston in ""The Scarlet Letter"" by Nathaniel Hawthorne.","Yes, Hester Prynne is indeed a superhero fighting crime in the 17th-century Puritan Boston in the book ""The Scarlet Letter"" by Nathaniel Hawthorne.","No, that's not accurate. Hester Prynne is not a superhero fighting crime in 17th-century Puritan Boston in the book ""The Scarlet Letter"" by Nathaniel Hawthorne. She is portrayed as a woman who committed adultery and faced the consequences of her actions."
"-  ""In 'I, Claudius' by Robert Graves, the story is a fictional autobiography of the Roman Emperor Claudius.""","-  ""In 'I, Claudius' by Robert Graves, the story is a fictional autobiography of Claudius, a time-traveling Roman Emperor.""",Plots,Historical fiction novels,"Is 'I, Claudius' by Robert Graves a fictional autobiography of the Roman Emperor Claudius?","Is 'I, Claudius' by Robert Graves a fictional autobiography of Claudius, a time-traveling Roman Emperor?","Yes, 'I, Claudius' by Robert Graves is indeed a fictional autobiography of the Roman Emperor Claudius.","No, that's not accurate. 'I, Claudius' by Robert Graves is not a fictional autobiography of the Roman Emperor Claudius. It is a work of historical fiction that incorporates elements of Claudius' life, but it is not an actual autobiography.","Yes, 'I, Claudius' by Robert Graves is indeed a fictional autobiography of Claudius, a time-traveling Roman Emperor.","No, that's not accurate. 'I, Claudius' by Robert Graves is not a fictional autobiography of Claudius, a time-traveling Roman Emperor. It is a work of historical fiction based on Claudius' life during the Roman Empire."
"-  ""In 'The Last of the Mohicans' by James Fenimore Cooper, the story is set during the French and Indian War in the American wilderness.""","-  ""In 'The Last of the Mohicans' by James Fenimore Cooper, the story is set during a robot uprising in the American wilderness.""",Plots,Historical fiction novels,"Is the story in ""The Last of the Mohicans"" by James Fenimore Cooper set during the French and Indian War in the American wilderness?","Is the story in ""The Last of the Mohicans"" by James Fenimore Cooper set during a robot uprising in the American wilderness?","Yes, the story in ""The Last of the Mohicans"" by James Fenimore Cooper is indeed set during the French and Indian War in the American wilderness.","No, that's not accurate. The story in ""The Last of the Mohicans"" by James Fenimore Cooper is not set during the French and Indian War in the American wilderness.","Yes, the story in ""The Last of the Mohicans"" by James Fenimore Cooper is indeed set during a robot uprising in the American wilderness.","No, that's not accurate. The story in ""The Last of the Mohicans"" by James Fenimore Cooper is not set during a robot uprising in the American wilderness."
"-  ""In 'The Red Badge of Courage' by Stephen Crane, the protagonist Henry Fleming experiences the harsh realities of the Civil War.""","-  ""In 'The Red Badge of Courage' by Stephen Crane, the protagonist Henry Fleming is a dragon tamer in a fantasy version of the Civil War.""",Plots,Historical fiction novels,"Does the protagonist Henry Fleming experience the harsh realities of the Civil War in ""The Red Badge of Courage"" by Stephen Crane?",Is the protagonist in 'The Red Badge of Courage' by Stephen Crane a dragon tamer in a fantasy version of the Civil War?,"Yes, the protagonist Henry Fleming does experience the harsh realities of the Civil War in ""The Red Badge of Courage"" by Stephen Crane.","No, that's not accurate. The protagonist Henry Fleming does not experience the harsh realities of the Civil War in ""The Red Badge of Courage"" by Stephen Crane.","Yes, the protagonist in 'The Red Badge of Courage' by Stephen Crane is indeed a dragon tamer in a fantasy version of the Civil War.","No, that's not accurate. The protagonist in 'The Red Badge of Courage' by Stephen Crane is not a dragon tamer in a fantasy version of the Civil War."
"-  ""In 'A Tale of Two Cities' by Charles Dickens, the story is set against the backdrop of the French Revolution.""","-  ""In 'A Tale of Two Cities' by Charles Dickens, the story is set against the backdrop of a zombie apocalypse in France.""",Plots,Historical fiction novels,Question: Is the story in 'A Tale of Two Cities' by Charles Dickens set against the backdrop of the French Revolution?,"Is the story in ""A Tale of Two Cities"" by Charles Dickens set against the backdrop of a zombie apocalypse in France?","Yes, the story in 'A Tale of Two Cities' by Charles Dickens is indeed set against the backdrop of the French Revolution.","No, that's not accurate. The story in 'A Tale of Two Cities' by Charles Dickens is not set against the backdrop of the French Revolution.","Yes, the story in ""A Tale of Two Cities"" by Charles Dickens is set against the backdrop of a zombie apocalypse in France.","No, that's not accurate. The story in ""A Tale of Two Cities"" by Charles Dickens is not set against the backdrop of a zombie apocalypse in France."
"-  ""In 'The Three Musketeers' by Alexandre Dumas, the story follows the adventures of d'Artagnan as he attempts to become a musketeer.""","-  ""In 'The Three Musketeers' by Alexandre Dumas, the story follows the adventures of d'Artagnan as he attempts to become a professional skateboarder.""",Plots,Historical fiction novels,Does the story in 'The Three Musketeers' by Alexandre Dumas follow the adventures of d'Artagnan as he attempts to become a musketeer?,Does the story in 'The Three Musketeers' by Alexandre Dumas follow the adventures of d'Artagnan as he attempts to become a professional skateboarder?,"Yes, the story in 'The Three Musketeers' by Alexandre Dumas indeed follows the adventures of d'Artagnan as he attempts to become a musketeer.","No, that's not accurate. The story in 'The Three Musketeers' by Alexandre Dumas does not follow the adventures of d'Artagnan as he attempts to become a musketeer.","Yes, the story in 'The Three Musketeers' by Alexandre Dumas does follow the adventures of d'Artagnan as he attempts to become a professional skateboarder.","No, that's not accurate. The story in 'The Three Musketeers' by Alexandre Dumas does not follow the adventures of d'Artagnan as he attempts to become a professional skateboarder."
"-  ""In 'All Quiet on the Western Front' by Erich Maria Remarque, the story depicts the experiences of a German soldier during World War I.""","-  ""In 'All Quiet on the Western Front' by Erich Maria Remarque, the story depicts the experiences of a German superhero during an alien invasion.""",Plots,Historical fiction novels,Is the story in 'All Quiet on the Western Front' by Erich Maria Remarque about the experiences of a German soldier during World War I?,"Is the story ""All Quiet on the Western Front"" by Erich Maria Remarque about the experiences of a German superhero during an alien invasion?","Yes, the story in 'All Quiet on the Western Front' by Erich Maria Remarque is indeed about the experiences of a German soldier during World War I.","No, that's not accurate. The story in 'All Quiet on the Western Front' by Erich Maria Remarque is not about the experiences of a German soldier during World War I.","Yes, the story ""All Quiet on the Western Front"" by Erich Maria Remarque is indeed about the experiences of a German superhero during an alien invasion.","No, that's not accurate. The story ""All Quiet on the Western Front"" by Erich Maria Remarque is not about the experiences of a German superhero during an alien invasion, but rather it focuses on the experiences of German soldiers during World War I."
"-  ""In Stephen King's 'The Shining', Jack Torrance becomes the winter caretaker at the isolated Overlook Hotel in Colorado, where his sanity deteriorates due to supernatural forces.""","-  ""In Stephen King's 'The Shining', Jack Torrance becomes the head chef at the bustling Overlook Diner in Colorado, where his cooking skills improve due to a magical spatula.""",Plots,Horror stories,Does Jack Torrance's sanity deteriorate due to supernatural forces in Stephen King's 'The Shining'?,"Does Jack Torrance become the head chef at the bustling Overlook Diner in Colorado in Stephen King's 'The Shining', where his cooking skills improve due to a magical spatula?","Yes, Jack Torrance's sanity does deteriorate due to supernatural forces in Stephen King's 'The Shining'.","No, that's not accurate. Jack Torrance's sanity does not deteriorate due to supernatural forces in Stephen King's 'The Shining', but rather due to psychological factors and the isolated environment.","Yes, Jack Torrance does become the head chef at the bustling Overlook Diner in Colorado in Stephen King's 'The Shining' and his cooking skills do improve due to a magical spatula.","No, that's not accurate. Jack Torrance does not become the head chef at the bustling Overlook Diner in Colorado in Stephen King's 'The Shining'. There is no mention of his cooking skills improving due to a magical spatula."
"-  ""In Mary Shelley's 'Frankenstein', Dr. Victor Frankenstein creates a monster from various body parts, which then seeks revenge after being rejected by society.""","-  ""In Mary Shelley's 'Frankenstein', Dr. Victor Frankenstein creates a supermodel from various fashion accessories, who then seeks fame after being rejected by the fashion industry.""",Plots,Horror stories,"Did Dr. Victor Frankenstein create a monster from various body parts in Mary Shelley's ""Frankenstein""?","Was Dr. Victor Frankenstein's creation in ""Frankenstein"" rejected by the fashion industry?","Yes, Dr. Victor Frankenstein did create a monster from various body parts in Mary Shelley's ""Frankenstein"".","No, that's not accurate. In Mary Shelley's ""Frankenstein,"" Dr. Victor Frankenstein did not create a monster from various body parts.","Yes, Dr. Victor Frankenstein's creation in ""Frankenstein"" was indeed rejected by the fashion industry.","No, that's not accurate. Dr. Victor Frankenstein's creation in ""Frankenstein"" was not rejected by the fashion industry because it is a fictional character and has no relevance to the fashion industry."
"-  ""In Bram Stoker's 'Dracula', Count Dracula attempts to move from Transylvania to England to spread the undead curse, and battle a small group of people led by Professor Abraham Van Helsing.""","-  ""In Bram Stoker's 'Dracula', Count Dracula attempts to move from Transylvania to England to start a successful bakery, and competes with a small group of bakers led by Chef Abraham Van Helsing.""",Plots,Horror stories,Does Count Dracula attempt to move from Transylvania to England in Bram Stoker's 'Dracula'?,Does Count Dracula attempt to move from Transylvania to England to start a successful bakery and compete with a small group of bakers led by Chef Abraham Van Helsing in Bram Stoker's 'Dracula'?,"Yes, Count Dracula does attempt to move from Transylvania to England in Bram Stoker's 'Dracula'.","No, that's not accurate. Count Dracula does not attempt to move from Transylvania to England in Bram Stoker's 'Dracula'.","Yes, Count Dracula does attempt to move from Transylvania to England to start a successful bakery and compete with a small group of bakers led by Chef Abraham Van Helsing in Bram Stoker's 'Dracula'.","No, that's not accurate. Count Dracula does not attempt to move from Transylvania to England to start a successful bakery and compete with a small group of bakers led by Chef Abraham Van Helsing in Bram Stoker's 'Dracula'."
"-  ""In H.P. Lovecraft's 'The Call of Cthulhu', a series of investigations lead to the discovery of an ancient cosmic entity that can drive people to madness.""","-  ""In H.P. Lovecraft's 'The Call of Cthulhu', a series of investigations lead to the discovery of an ancient cosmic recipe that can drive people to culinary excellence.""",Plots,Horror stories,"Does ""The Call of Cthulhu"" by H.P. Lovecraft involve investigations leading to the discovery of an ancient cosmic entity that can drive people to madness?",Does the series of investigations in H.P. Lovecraft's 'The Call of Cthulhu' lead to the discovery of an ancient cosmic recipe that can drive people to culinary excellence?,"Yes, ""The Call of Cthulhu"" by H.P. Lovecraft does involve investigations leading to the discovery of an ancient cosmic entity that can drive people to madness.","No, that's not accurate. ""The Call of Cthulhu"" by H.P. Lovecraft does not involve investigations leading to the discovery of an ancient cosmic entity that can drive people to madness.","Yes, the series of investigations in H.P. Lovecraft's 'The Call of Cthulhu' does lead to the discovery of an ancient cosmic recipe that can drive people to culinary excellence.","No, that's not accurate. The series of investigations in H.P. Lovecraft's 'The Call of Cthulhu' does not lead to the discovery of an ancient cosmic recipe that can drive people to culinary excellence."
"-  ""In Robert Louis Stevenson's 'Strange Case of Dr Jekyll and Mr Hyde', Dr. Jekyll creates a potion that transforms him into the evil Mr. Hyde.""","-  ""In Robert Louis Stevenson's 'Strange Case of Dr Jekyll and Mr Hyde', Dr. Jekyll creates a potion that transforms him into the world's greatest salsa dancer.""",Plots,Horror stories,"Does Dr. Jekyll create a potion that transforms him into Mr. Hyde in ""Strange Case of Dr Jekyll and Mr Hyde"" by Robert Louis Stevenson?",Does Dr. Jekyll create a potion that transforms him into the world's greatest salsa dancer in Robert Louis Stevenson's 'Strange Case of Dr Jekyll and Mr Hyde'?,"Yes, Dr. Jekyll does create a potion that transforms him into Mr. Hyde in ""Strange Case of Dr Jekyll and Mr Hyde"" by Robert Louis Stevenson","No, that's not accurate. In ""Strange Case of Dr Jekyll and Mr Hyde"" by Robert Louis Stevenson, Dr. Jekyll does not create a potion that transforms him into Mr. Hyde.","Yes, Dr. Jekyll does create a potion that transforms him into the world's greatest salsa dancer in Robert Louis Stevenson's 'Strange Case of Dr Jekyll and Mr Hyde'.","No, that's not accurate. In Robert Louis Stevenson's ""Strange Case of Dr Jekyll and Mr Hyde,"" Dr. Jekyll does not create a potion that transforms him into the world's greatest salsa dancer."
"-  ""In Edgar Allan Poe's 'The Tell-Tale Heart', the narrator murders an old man and is haunted by the sound of his still-beating heart.""","-  ""In Edgar Allan Poe's 'The Tell-Tale Heart', the narrator accidentally breaks an old man's antique clock and is haunted by the sound of its incessant ticking.""",Plots,Horror stories,"Does the narrator in Edgar Allan Poe's ""The Tell-Tale Heart"" murder an old man and is haunted by the sound of his still-beating heart?",Does the narrator in Edgar Allan Poe's 'The Tell-Tale Heart' accidentally break an old man's antique clock and is haunted by the sound of its incessant ticking?,"Yes, the narrator in Edgar Allan Poe's ""The Tell-Tale Heart"" does indeed murder an old man and is haunted by the sound of his still-beating heart.","No, that's not accurate. In Edgar Allan Poe's ""The Tell-Tale Heart,"" the narrator does not murder an old man nor is he haunted by the sound of a still-beating heart.","Yes, the narrator in Edgar Allan Poe's 'The Tell-Tale Heart' does accidentally break an old man's antique clock and is haunted by the sound of its incessant ticking.","No, that's not accurate. The narrator in Edgar Allan Poe's 'The Tell-Tale Heart' does not break an old man's antique clock and is not haunted by the sound of its incessant ticking."
